term,estimate,std_error,t_value,p_value,quintile
shelter_lnXP,-0.16814377455985444,0.08103679057495254,-2.074906636441073,0.04172650169939751,Fourth 20 percent income quintile
shelter_trend,9.960586809052844e-4,5.631727640417587e-4,1.7686556319890279,0.08137107459436965,Fourth 20 percent income quintile
home_(Intercept),0.8219227213175144,0.146238188177987,5.620438351692032,3.7343479175611094e-7,Highest 20 percent income quintile
home_lnp_home,-0.04332583324640512,0.026388050490848435,-1.6418732130829758,0.10516672345597788,Highest 20 percent income quintile
home_lnp_away,0.07507779578324754,0.02786393672327935,2.6944432342369864,0.008846771134839004,Highest 20 percent income quintile
home_lnp_shelter,-0.004889025288478992,0.02280056416865201,-0.2144256279062079,0.8308475968163671,Highest 20 percent income quintile
home_lnXP,-0.06841816385403854,0.013145545196591633,-5.204665369967154,1.903685750592743e-6,Highest 20 percent income quintile
home_trend,-2.084820656829442e-4,1.490256026978734e-4,-1.3989681095644328,0.16630171126872195,Highest 20 percent income quintile
away_(Intercept),-0.8042078644063313,0.2989580203170764,-2.690036091198973,0.008952993760979133,Highest 20 percent income quintile
away_lnp_home,0.07507779578312326,0.027863936723278977,2.694443234232562,0.008846771134945142,Highest 20 percent income quintile
away_lnp_away,0.034512759022824815,0.05678546102318462,0.6077745676614968,0.5453322377160212,Highest 20 percent income quintile
away_lnp_shelter,-0.09381197609037613,0.046466665966250466,-2.0189091285032883,0.04738428878987899,Highest 20 percent income quintile
away_lnXP,0.07749379752076802,0.026876789022144174,2.8832982041463273,0.005243835162553001,Highest 20 percent income quintile
away_trend,-4.7228978292535826e-4,3.2591550774645873e-4,-1.449117245727286,0.15183459507378894,Highest 20 percent income quintile
shelter_(Intercept),1.1151418768341377,0.5405976640863026,2.0627944789937405,0.042898140347578995,Highest 20 percent income quintile
shelter_lnp_home,-0.004889025288430777,0.02280056416865331,-0.214425627904081,0.8308475968180191,Highest 20 percent income quintile
shelter_lnp_away,-0.09381197609039306,0.046466665966249134,-2.0189091285037106,0.04738428878983392,Highest 20 percent income quintile
shelter_lnp_shelter,0.06956942627228616,0.05956070076245136,1.1680424404298575,0.24680979544410908,Highest 20 percent income quintile
shelter_lnXP,-0.07247549826022993,0.048553675678930146,-1.4926881898599627,0.14007737329687897,Highest 20 percent income quintile
shelter_trend,4.1226706350832914e-4,3.946677923174446e-4,1.0445926207647795,0.2998571482399264,Highest 20 percent income quintile
