series_id,year,period,value,date,seasonal,category_code,item_code,demographics_code,characteristics_code,process_code,series_title,begin_year,begin_period,end_year,end_period,category_text,characteristics_text,demographics_text,item_text,process_text,display_level,selectable,sort_sequence,filtered_keep,total_expend,percent_expenditure
CXU470111LB0101M,2021,A01,1948,2021-01-01,U,EXPEND,470111,LB01,01,M,Gasoline by Income Quintiles: All Consumer Units,2010,A01,2024,A01,Expenditures,All Consumer Units,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,66928,0.029105904852976334
CXU470111LB0101M,2022,A01,2805,2022-01-01,U,EXPEND,470111,LB01,01,M,Gasoline by Income Quintiles: All Consumer Units,2010,A01,2024,A01,Expenditures,All Consumer Units,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,72973,0.03843887465226865
CXU470111LB0101M,2023,A01,2449,2023-01-01,U,EXPEND,470111,LB01,01,M,Gasoline by Income Quintiles: All Consumer Units,2010,A01,2024,A01,Expenditures,All Consumer Units,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,77280,0.03168995859213251
CXU470111LB0101M,2024,A01,2411,2024-01-01,U,EXPEND,470111,LB01,01,M,Gasoline by Income Quintiles: All Consumer Units,2010,A01,2024,A01,Expenditures,All Consumer Units,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,78535,0.030699688037180876
CXU470111LB0102M,2010,A01,957,2010-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,20953,0.045673650551233715
CXU470111LB0102M,2011,A01,1151,2011-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,22001,0.052315803827098765
CXU470111LB0102M,2012,A01,1156,2012-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,22154,0.052180193193102825
CXU470111LB0102M,2013,A01,1160,2013-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,22393,0.0518019023802081
CXU470111LB0102M,2014,A01,1095,2014-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,23713,0.0461772023784422
CXU470111LB0102M,2015,A01,880,2015-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,24470,0.03596240294237842
CXU470111LB0102M,2016,A01,843,2016-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,25138,0.033534887421433686
CXU470111LB0102M,2017,A01,854,2017-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,26019,0.03282216841538876
CXU470111LB0102M,2018,A01,922,2018-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,26399,0.03492556536232433
CXU470111LB0102M,2019,A01,920,2019-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,28672,0.03208705357142857
CXU470111LB0102M,2020,A01,777,2020-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,28732,0.027043018237505222
CXU470111LB0102M,2021,A01,1027,2021-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,30869,0.033269623246622824
CXU470111LB0102M,2022,A01,1434,2022-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,32618,0.043963455760622966
CXU470111LB0102M,2023,A01,1233,2023-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,33776,0.03650521080056845
CXU470111LB0102M,2024,A01,1177,2024-01-01,U,EXPEND,470111,LB01,02,M,Gasoline by Income Quintiles: Lowest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Lowest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,35046,0.03358443188951663
CXU470111LB0103M,2010,A01,1508,2010-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,30285,0.04979362720818887
CXU470111LB0103M,2011,A01,1845,2011-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,32092,0.057490963479995015
CXU470111LB0103M,2012,A01,1897,2012-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,32632,0.058133120862956605
CXU470111LB0103M,2013,A01,1751,2013-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,32559,0.053779292975828494
CXU470111LB0103M,2014,A01,1735,2014-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,33546,0.05172002623263578
CXU470111LB0103M,2015,A01,1435,2015-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,35063,0.04092633260131763
CXU470111LB0103M,2016,A01,1316,2016-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,36770,0.0357900462333424
CXU470111LB0103M,2017,A01,1386,2017-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,39300,0.035267175572519086
CXU470111LB0103M,2018,A01,1467,2018-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,39968,0.03670436349079263
CXU470111LB0103M,2019,A01,1487,2019-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,40472,0.036741450879620476
CXU470111LB0103M,2020,A01,1176,2020-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,39899,0.029474422917867615
CXU470111LB0103M,2021,A01,1569,2021-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,43918,0.0357256705678765
CXU470111LB0103M,2022,A01,2176,2022-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,47665,0.04565194587223329
CXU470111LB0103M,2023,A01,1969,2023-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,48923,0.040246918627230545
CXU470111LB0103M,2024,A01,1893,2024-01-01,U,EXPEND,470111,LB01,03,M,Gasoline by Income Quintiles: Second 20 percent income quintile,2010,A01,2024,A01,Expenditures,Second 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,50054,0.03781915531226276
CXU470111LB0104M,2010,A01,2022,2010-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,41212,0.04906337959817529
CXU470111LB0104M,2011,A01,2497,2011-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,42403,0.058887342876683256
CXU470111LB0104M,2012,A01,2556,2012-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,43004,0.05943633150404613
CXU470111LB0104M,2013,A01,2440,2013-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,42495,0.057418519825861866
CXU470111LB0104M,2014,A01,2283,2014-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,45395,0.05029188236589933
CXU470111LB0104M,2015,A01,1959,2015-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,45912,0.04266858337689493
CXU470111LB0104M,2016,A01,1772,2016-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,47664,0.03717690500167842
CXU470111LB0104M,2017,A01,1778,2017-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,50470,0.03522884882108183
CXU470111LB0104M,2018,A01,1896,2018-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,51729,0.036652554659861974
CXU470111LB0104M,2019,A01,1918,2019-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,53045,0.036157979074370815
CXU470111LB0104M,2020,A01,1513,2020-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,51554,0.029347868254645613
CXU470111LB0104M,2021,A01,2014,2021-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,55914,0.036019601530922485
CXU470111LB0104M,2022,A01,2854,2022-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,61956,0.04606494931887146
CXU470111LB0104M,2023,A01,2505,2023-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,65487,0.03825186678272023
CXU470111LB0104M,2024,A01,2442,2024-01-01,U,EXPEND,470111,LB01,04,M,Gasoline by Income Quintiles: Third 20 percent income quintile,2010,A01,2024,A01,Expenditures,Third 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,66900,0.03650224215246637
CXU470111LB0105M,2010,A01,2432,2010-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,55212,0.04404839527638919
CXU470111LB0105M,2011,A01,3038,2011-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,57460,0.05287156282631396
CXU470111LB0105M,2012,A01,3200,2012-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,59980,0.053351117039013005
CXU470111LB0105M,2013,A01,3042,2013-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,58842,0.05169776690119302
CXU470111LB0105M,2014,A01,2870,2014-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,60417,0.04750318618931758
CXU470111LB0105M,2015,A01,2410,2015-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,63671,0.03785082690706915
CXU470111LB0105M,2016,A01,2224,2016-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,64910,0.03426282545062394
CXU470111LB0105M,2017,A01,2265,2017-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,67604,0.033503934678421395
CXU470111LB0105M,2018,A01,2382,2018-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,69131,0.03445632205522848
CXU470111LB0105M,2019,A01,2359,2019-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,71173,0.03314459134784258
CXU470111LB0105M,2020,A01,1788,2020-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,71905,0.02486614282734163
CXU470111LB0105M,2021,A01,2396,2021-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,75284,0.031826151639126506
CXU470111LB0105M,2022,A01,3548,2022-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,81961,0.043288881297202327
CXU470111LB0105M,2023,A01,3082,2023-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,87922,0.03505379768431109
CXU470111LB0105M,2024,A01,3058,2024-01-01,U,EXPEND,470111,LB01,05,M,Gasoline by Income Quintiles: Fourth 20 percent income quintile,2010,A01,2024,A01,Expenditures,Fourth 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,89972,0.03398835193171209
CXU470111LB0106M,2010,A01,2911,2010-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,92870,0.03134489070744051
CXU470111LB0106M,2011,A01,3721,2011-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,94551,0.039354422480989096
CXU470111LB0106M,2012,A01,3934,2012-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,99368,0.039590210128009014
CXU470111LB0106M,2013,A01,3699,2013-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,99237,0.03727440370023278
CXU470111LB0106M,2014,A01,3438,2014-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,104363,0.03294270958098176
CXU470111LB0106M,2015,A01,2887,2015-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,110508,0.02612480544394976
CXU470111LB0106M,2016,A01,2589,2016-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,112221,0.02307054829310022
CXU470111LB0106M,2017,A01,2701,2017-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,116988,0.023087838068861763
CXU470111LB0106M,2018,A01,2982,2018-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,118781,0.025105025214470326
CXU470111LB0106M,2019,A01,2870,2019-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,121571,0.023607603787087383
CXU470111LB0106M,2020,A01,1985,2020-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,114839,0.017285068661343272
CXU470111LB0106M,2021,A01,2726,2021-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,128213,0.021261494544234982
CXU470111LB0106M,2022,A01,4013,2022-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,140657,0.028530396638631564
CXU470111LB0106M,2023,A01,3447,2023-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,150093,0.022965761228038617
CXU470111LB0106M,2024,A01,3477,2024-01-01,U,EXPEND,470111,LB01,06,M,Gasoline by Income Quintiles: Highest 20 percent income quintile,2010,A01,2024,A01,Expenditures,Highest 20 percent income quintile,Quintiles of income before taxes,Gasoline,Means,0,TRUE,100,1,150342,0.023127269824799457
CXU470111LB0403M,2010,A01,2067,2010-01-01,U,EXPEND,470111,LB04,03,M,Gasoline by Age: Reference person from age 25 to 34,2010,A01,2024,A01,Expenditures,Reference person from age 25 to 34,Age of reference person,Gasoline,Means,0,TRUE,100,1,NA,NA
CXU470111LB0403M,2011,A01,2538,2011-01-01,U,EXPEND,470111,LB04,03,M,Gasoline by Age: Reference person from age 25 to 34,2010,A01,2024,A01,Expenditures,Reference person from age 25 to 34,Age of reference person,Gasoline,Means,0,TRUE,100,1,NA,NA
CXU470111LB0403M,2012,A01,2614,2012-01-01,U,EXPEND,470111,LB04,03,M,Gasoline by Age: Reference person from age 25 to 34,2010,A01,2024,A01,Expenditures,Reference person from age 25 to 34,Age of reference person,Gasoline,Means,0,TRUE,100,1,NA,NA
CXU470111LB0403M,2013,A01,2503,2013-01-01,U,EXPEND,470111,LB04,03,M,Gasoline by Age: Reference person from age 25 to 34,2010,A01,2024,A01,Expenditures,Reference person from age 25 to 34,Age of reference person,Gasoline,Means,0,TRUE,100,1,NA,NA
