"","YEAR","AGE","employment_rate"
"82",2019,22,0.697307774782623
"83",2019,23,0.740430604621318
"84",2019,24,0.772303000815354
"85",2019,25,0.771815889406807
"86",2019,26,0.805791185388985
"87",2019,27,0.806609182301429
"88",2019,28,0.821084187144398
"89",2019,29,0.800816516832557
"90",2019,30,0.782623503059719
"91",2019,31,0.792749896827345
"92",2019,32,0.809759413492717
"93",2019,33,0.793837969189172
"94",2019,34,0.798676021494409
"95",2019,35,0.801547158713507
"96",2019,36,0.810528203341673
"97",2019,37,0.823014899153211
"98",2019,38,0.822986574591638
"99",2019,39,0.796407195072186
"100",2019,40,0.815400169526265
"101",2019,41,0.809969180960002
"102",2019,42,0.799670581296477
"103",2019,43,0.811683162132278
"104",2019,44,0.816714693392958
"105",2019,45,0.808658921644084
"106",2019,46,0.801954444920034
"107",2019,47,0.80938058091796
"108",2019,48,0.80039058053159
"109",2019,49,0.809258548016942
"110",2019,50,0.797918363728879
"111",2019,51,0.795687823919244
"112",2019,52,0.780077961845101
"113",2019,53,0.756091354226839
"114",2019,54,0.757720405178013
"115",2019,55,0.735441671208614
"116",2019,56,0.74167247315983
"117",2019,57,0.709848328679921
"118",2019,58,0.709952454648405
"119",2019,59,0.670877552381258
"120",2019,60,0.639983188900975
"121",2019,61,0.616826272670426
"122",2019,62,0.555979541833952
"123",2019,63,0.501658926157843
"124",2019,64,0.490802801548576
"125",2019,65,0.411383922889619
"126",2019,66,0.352273553107911
"127",2019,67,0.358821169823384
"128",2019,68,0.288056370144252
"129",2019,69,0.241919846128124
"130",2019,70,0.224953392218839
"131",2019,71,0.188603682717496
"132",2019,72,0.188750808318809
"133",2019,73,0.175967009820497
"134",2019,74,0.155663309071003
"135",2019,75,0.144105297860391
"136",2019,76,0.115966729953248
"137",2019,77,0.127892471873119
"138",2019,78,0.140577193512961
"139",2019,79,0.0826332091014998
"140",2019,80,0.0707399365150585
"141",2019,85,0.0456381512732588
"142",2022,16,0.204557837922433
"143",2022,17,0.297447005097248
"144",2022,18,0.404871027551874
"145",2022,19,0.506409773473888
"146",2022,20,0.576827113751781
"147",2022,21,0.624760861481606
"148",2022,22,0.662251540902798
"149",2022,23,0.720269181465423
"150",2022,24,0.763447834123064
"151",2022,25,0.750681308766316
"152",2022,26,0.774716460350194
"153",2022,27,0.802308425792677
"154",2022,28,0.818775732390487
"155",2022,29,0.814386891463553
"156",2022,30,0.810693291917455
"157",2022,31,0.801392777095461
"158",2022,32,0.794246159970736
"159",2022,33,0.824919666457833
"160",2022,34,0.811816151784053
"161",2022,35,0.79775201963189
"162",2022,36,0.804288354816531
"163",2022,37,0.801162139891958
"164",2022,38,0.794759655195855
"165",2022,39,0.79238611819268
"166",2022,40,0.818760770817026
"167",2022,41,0.797612058232348
"168",2022,42,0.807838435019379
"169",2022,43,0.794247459641843
"170",2022,44,0.829110665515407
"171",2022,45,0.808817777736091
"172",2022,46,0.815321916446845
"173",2022,47,0.826065105952503
"174",2022,48,0.80134243858826
"175",2022,49,0.794547053247472
"176",2022,50,0.797032961595843
"177",2022,51,0.78107954491294
"178",2022,52,0.776789373990032
"179",2022,53,0.784975957151486
"180",2022,54,0.746230700855141
"181",2022,55,0.763113498121353
"182",2022,56,0.726940746313331
"183",2022,57,0.722998844615811
"184",2022,58,0.688186403998597
"185",2022,59,0.682409279022292
"186",2022,60,0.631571096182523
"187",2022,61,0.604516746954001
"188",2022,62,0.565732132133383
"189",2022,63,0.51687983425484
"190",2022,64,0.45614789666466
"191",2022,65,0.415382696135391
"192",2022,66,0.365463172193422
"193",2022,67,0.303600332249278
"194",2022,68,0.295323716518096
"195",2022,69,0.253320195569166
"196",2022,70,0.224713584157624
"197",2022,71,0.173526334145477
"198",2022,72,0.200829135484544
"199",2022,73,0.146728226793199
"200",2022,74,0.123073912818566
"201",2022,75,0.123604733282855
"202",2022,76,0.104470927233702
"203",2022,77,0.11114850292645
"204",2022,78,0.106623927764202
"205",2022,79,0.0862981817210095
"206",2022,80,0.0650888002640573
"207",2022,85,0.0331865621918277
